fund_code,nav_date,unit_nav,accumulated_nav,daily_return,created_at
025857,2025-11-25,1.0,,0.0,2026-06-12 06:28:58
025857,2025-11-28,1.0025,,0.0,2026-06-12 06:28:58
025857,2025-12-01,1.0057,,0.32,2026-06-12 06:28:58
025857,2025-12-02,1.0014,,-0.43,2026-06-12 06:28:58
025857,2025-12-03,0.9993,,-0.21,2026-06-12 06:28:58
025857,2025-12-04,1.0004,,0.11,2026-06-12 06:28:58
025857,2025-12-05,1.0209,,2.05,2026-06-12 06:28:58
025857,2025-12-08,1.0239,,0.29,2026-06-12 06:28:58
025857,2025-12-09,1.0224,,-0.15,2026-06-12 06:28:58
025857,2025-12-10,1.0225,,0.01,2026-06-12 06:28:58
025857,2025-12-11,1.0198,,-0.26,2026-06-12 06:28:58
025857,2025-12-12,1.0515,,3.11,2026-06-12 06:28:58
025857,2025-12-15,1.0489,,-0.25,2026-06-12 06:28:58
025857,2025-12-16,1.0244,,-2.34,2026-06-12 06:28:58
025857,2025-12-17,1.0398,,1.5,2026-06-12 06:28:58
025857,2025-12-18,1.0215,,-1.76,2026-06-12 06:28:58
025857,2025-12-19,1.0346,,1.28,2026-06-12 06:28:58
025857,2025-12-22,1.0581,,2.27,2026-06-12 06:28:58
025857,2025-12-23,1.0625,,0.42,2026-06-12 06:28:58
025857,2025-12-24,1.0721,,0.9,2026-06-12 06:28:58
025857,2025-12-25,1.0773,,0.49,2026-06-12 06:28:58
025857,2025-12-26,1.0799,,0.24,2026-06-12 06:28:58
025857,2025-12-29,1.0653,,-1.35,2026-06-12 06:28:58
025857,2025-12-30,1.0607,,-0.43,2026-06-12 06:28:58
025857,2025-12-31,1.0541,,-0.62,2026-06-12 06:28:58
025857,2026-01-05,1.0711,,1.61,2026-06-12 06:28:58
025857,2026-01-06,1.0808,,0.91,2026-06-12 06:28:58
025857,2026-01-07,1.0986,,1.65,2026-06-12 06:28:58
025857,2026-01-08,1.0997,,0.1,2026-06-12 06:28:58
025857,2026-01-09,1.1202,,1.86,2026-06-12 06:28:58
025857,2026-01-12,1.1275,,0.65,2026-06-12 06:28:58
025857,2026-01-13,1.1525,,2.22,2026-06-12 06:28:58
025857,2026-01-14,1.1476,,-0.43,2026-06-12 06:28:58
025857,2026-01-15,1.1661,,1.61,2026-06-12 06:28:58
025857,2026-01-16,1.1823,,1.39,2026-06-12 06:28:58
025857,2026-01-19,1.2468,,5.46,2026-06-12 06:28:58
025857,2026-01-20,1.2439,,-0.23,2026-06-12 06:28:58
025857,2026-01-21,1.2327,,-0.9,2026-06-12 06:28:58
025857,2026-01-22,1.215,,-1.44,2026-06-12 06:28:58
